Species ID;Species;Latin Name;Group;Subgroup;Subsubgroup;Family;Checklist ID;Date;Year;Month;Day;Site Ref;Site;County;Country;Life Stage;Aggregate Status
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C373;06.04.2025;2025;4;6;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F1323;Common Dog-violet;Viola riviniana;Plant;Flower;Flower;Violaceae;C373;06.04.2025;2025;4;6;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
B48;Speckled Wood;Pararge aegeria;Insect;Lepidoptera;Butterfly;Nymphalidae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
F0027;Lesser Celandine;Ranunculus ficaria;Plant;Flower;Flower;Ranunculaceae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
F0092;Garlic Mustard;Alliaria petiolata;Plant;Flower;Flower;Brassicaceae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
F0227;Primrose;Primula vulgaris;Plant;Flower;Flower;Primulaceae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
F0411;Gorse;Ulex europaeus;Plant;Flower;Flower;Fabaceae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
F0615;Green alkanet;Pentaglottis sempervirens;Plant;Flower;Flower;Boraginaceae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
F0646;Red Dead-nettle;Lamium purpureum;Plant;Flower;Flower;Lamiaceae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
F0669;Ground-ivy;Glechoma hederacea;Plant;Flower;Flower;Lamiaceae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
F0753;Ivy-leaved Speedwell;Veronica hederifolia;Plant;Flower;Flower;Plantaginaceae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
F0922;Daisy;Bellis perennis;Plant;Flower;Flower;Asteraceae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
F1040;Bluebell;Hyacinthoides non-scripta;Plant;Flower;Flower;Asparagaceae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
F1175;Greater Stitchwort;Stellaria holostea;Plant;Flower;Flower;Caryophyllaceae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
F1323;Common Dog-violet;Viola riviniana;Plant;Flower;Flower;Violaceae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
F1324;Early Dog-violet;Viola reichenbachiana;Plant;Flower;Flower;Violaceae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
F1336;Common Nettle;Urtica dioica;Plant;Flower;Flower;Urticaceae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
BUG010;Dock Bug;Coreus marginatus ;Insect;Bug;Bug;None;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
BEE041; Tawny Mining Bee;Andrena fulva;Insect;Hymenoptera;Bee;None;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
BEE169;Red Mason Bee;Osmia bicornis;Insect;Hymenoptera;Bee;None;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
BEE262; Common Carder Bee;Bombus pascuorum;Insect;Hymenoptera;Bee;None;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
ANT47;Myrmica ruginodis;Myrmica ruginodis;Insect;Hymenoptera;Ant;Formicidae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
SFA038;Dark-edged Beefly;Bombylius major;Insect;Diptera;Soldierfly et al;None;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
HOV190;Eristalis pertinax;Eristalis pertinax;Insect;Diptera;Hoverfly;Syrphidae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
HOV198;Batman Hoverfly;Myathropa florae;Insect;Diptera;Hoverfly;Syrphidae;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
T015;Silver Birch;Betula pendula;Plant;Tree/Shrub;Tree/Shrub;None;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
T070;Cherry-laurel ;Prunus laurocerasus;Plant;Tree/Shrub;Tree/Shrub;None;C374;06.04.2025;2025;4;6;S0054;Galleywood Common and Church;Essex;UK;Adult;Species
B13;Large White;Pieris brassicae;Insect;Lepidoptera;Butterfly;Pieridae;C375;10.04.2025;2025;4;10;S0001;Woodham Fen;Essex;UK;Adult;Species
B43;Peacock;Inachis io;Insect;Lepidoptera;Butterfly;Nymphalidae;C375;10.04.2025;2025;4;10;S0001;Woodham Fen;Essex;UK;Adult;Species
B44;Comma;Polygonia c-album;Insect;Lepidoptera;Butterfly;Nymphalidae;C375;10.04.2025;2025;4;10;S0001;Woodham Fen;Essex;UK;Adult;Species
F0027;Lesser Celandine;Ranunculus ficaria;Plant;Flower;Flower;Ranunculaceae;C375;10.04.2025;2025;4;10;S0001;Woodham Fen;Essex;UK;Adult;Species
BEE250;Buff-tailed Bumble Bee;Bombus terrestris;Insect;Hymenoptera;Bee;None;C375;10.04.2025;2025;4;10;S0001;Woodham Fen;Essex;UK;Adult;Species
BEE272; Western Honey Bee;Apis mellifera;Insect;Hymenoptera;Bee;None;C375;10.04.2025;2025;4;10;S0001;Woodham Fen;Essex;UK;Adult;Species
B16;Orange Tip;Anthocharis cardamines;Insect;Lepidoptera;Butterfly;Pieridae;C376;11.04.2025;2025;4;11;S0052;Essex Police HQ;Essex;UK;Adult;Species
F0922;Daisy;Bellis perennis;Plant;Flower;Flower;Asteraceae;C376;11.04.2025;2025;4;11;S0052;Essex Police HQ;Essex;UK;Adult;Species
F0504;Cow Parsley;Anthriscus sylvestris;Plant;Flower;Flower;Apiaceae;C377;11.04.2025;2025;4;11;S0001;Woodham Fen;Essex;UK;Adult;Species
F0645;White Dead-nettle;Lamium album;Plant;Flower;Flower;Lamiaceae;C377;11.04.2025;2025;4;11;S0001;Woodham Fen;Essex;UK;Adult;Species
F0646;Red Dead-nettle;Lamium purpureum;Plant;Flower;Flower;Lamiaceae;C377;11.04.2025;2025;4;11;S0001;Woodham Fen;Essex;UK;Adult;Species
F0751;Common Field-speedwell;Veronica persica;Plant;Flower;Flower;Plantaginaceae;C377;11.04.2025;2025;4;11;S0001;Woodham Fen;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C377;11.04.2025;2025;4;11;S0001;Woodham Fen;Essex;UK;Adult;Species
F0922;Daisy;Bellis perennis;Plant;Flower;Flower;Asteraceae;C377;11.04.2025;2025;4;11;S0001;Woodham Fen;Essex;UK;Adult;Species
F0951;Common Groundsel;Senecio vulgaris;Plant;Flower;Flower;Asteraceae;C377;11.04.2025;2025;4;11;S0001;Woodham Fen;Essex;UK;Adult;Species
F1172;Common Chickweed;Stellaria media;Plant;Flower;Flower;Caryophyllaceae;C377;11.04.2025;2025;4;11;S0001;Woodham Fen;Essex;UK;Adult;Species
BEE262; Common Carder Bee;Bombus pascuorum;Insect;Hymenoptera;Bee;None;C377;11.04.2025;2025;4;11;S0001;Woodham Fen;Essex;UK;Adult;Species
HOV044;Epistrophe eligans;Epistrophe eligans;Insect;Diptera;Hoverfly;Syrphidae;C377;11.04.2025;2025;4;11;S0001;Woodham Fen;Essex;UK;Adult;Species
T073;Blackthorn;Prunus spinosa;Plant;Tree/Shrub;Tree/Shrub;None;C377;11.04.2025;2025;4;11;S0001;Woodham Fen;Essex;UK;Adult;Species
B12;Brimstone;Gonepteryx rhamni;Insect;Lepidoptera;Butterfly;Pieridae;C378;11.04.2025;2025;4;11;S0006;South Woodham around town;Essex;UK;Adult;Species
F0611;White Comfrey;Symphytum orientale;Plant;Flower;Flower;Boraginaceae;C378;11.04.2025;2025;4;11;S0006;South Woodham around town;Essex;UK;Adult;Species
M1873;Brindled Pug;Eupithecia abbreviata;Insect;Lepidoptera;Moth;Geometridae;C379;12.04.2025;2025;4;12;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1885;Double-striped Pug;Gymnoscelis rufifasciata;Insect;Lepidoptera;Moth;Geometridae;C379;12.04.2025;2025;4;12;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2099;Muslin Moth;Diaphora mendica;Insect;Lepidoptera;Moth;Erebidae;C379;12.04.2025;2025;4;12;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2232;Blossom Underwing;Orthosia miniosa;Insect;Lepidoptera;Moth;Noctuidae;C379;12.04.2025;2025;4;12;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2236;Common Quaker;Orthosia cerasi;Insect;Lepidoptera;Moth;Noctuidae;C379;12.04.2025;2025;4;12;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
SP685;Zygiella x-notata;Zygiella x-notata;Arachnid;Spider;Spider;None;C379;12.04.2025;2025;4;12;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0444;Dog's Mercury;Mercurialis perennis;Plant;Flower;Flower;Euphorbiaceae;C380;13.04.2025;2025;4;13;S0006;South Woodham around town;Essex;UK;Adult;Species
F0484;Shining Crane's-bill;Geranium lucidum;Plant;Flower;Flower;Geraniaceae;C380;13.04.2025;2025;4;13;S0006;South Woodham around town;Essex;UK;Adult;Species
F0726;Ivy-leaved Toadflax;Cymbalaria muralis;Plant;Flower;Flower;Plantaginaceae;C380;13.04.2025;2025;4;13;S0006;South Woodham around town;Essex;UK;Adult;Species
F0753;Ivy-leaved Speedwell;Veronica hederifolia;Plant;Flower;Flower;Plantaginaceae;C380;13.04.2025;2025;4;13;S0006;South Woodham around town;Essex;UK;Adult;Species
G060;Cock's-foot;Dactylis glomerata;Plant;Grass et al;Grass;Poaceae;C380;13.04.2025;2025;4;13;S0006;South Woodham around town;Essex;UK;Adult;Species
BEE056; Buffish Mining Bee;Andrena nigroaenea;Insect;Hymenoptera;Bee;None;C380;13.04.2025;2025;4;13;S0006;South Woodham around town;Essex;UK;Adult;Species
M0138;Feathered Cutter;Incurvaria masculella;Insect;Lepidoptera;Moth;Incurvariidae;C381;13.04.2025;2025;4;13;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1320;Fruitlet Mining Tortrix;Pammene rhediella;Insect;Lepidoptera;Moth;Tortricidae;C381;13.04.2025;2025;4;13;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0125;Hairy Rock-cress;Arabis hirsuta;Plant;Flower;Flower;Brassicaceae;C381;13.04.2025;2025;4;13;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0611;White Comfrey;Symphytum orientale;Plant;Flower;Flower;Boraginaceae;C381;13.04.2025;2025;4;13;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0646;Red Dead-nettle;Lamium purpureum;Plant;Flower;Flower;Lamiaceae;C381;13.04.2025;2025;4;13;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C381;13.04.2025;2025;4;13;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F1172;Common Chickweed;Stellaria media;Plant;Flower;Flower;Caryophyllaceae;C381;13.04.2025;2025;4;13;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
BEE250;Buff-tailed Bumble Bee;Bombus terrestris;Insect;Hymenoptera;Bee;None;C381;13.04.2025;2025;4;13;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
CF262;Nephrotoma appendiculata;Nephrotoma appendiculata;Insect;Diptera;Cranefly;None;C381;13.04.2025;2025;4;13;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0145;Shepherd's-purse;Capsella bursa-pastoris;Plant;Flower;Flower;Brassicaceae;C382;15.04.2025;2025;4;15;S0001;Woodham Fen;Essex;UK;Adult;Species
F0646;Red Dead-nettle;Lamium purpureum;Plant;Flower;Flower;Lamiaceae;C382;15.04.2025;2025;4;15;S0001;Woodham Fen;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C382;15.04.2025;2025;4;15;S0001;Woodham Fen;Essex;UK;Adult;Species
F0922;Daisy;Bellis perennis;Plant;Flower;Flower;Asteraceae;C382;15.04.2025;2025;4;15;S0001;Woodham Fen;Essex;UK;Adult;Species
CF316;Tipula oleracea;Tipula oleracea;Insect;Diptera;Cranefly;None;C382;15.04.2025;2025;4;15;S0001;Woodham Fen;Essex;UK;Adult;Species
HOV044;Epistrophe eligans;Epistrophe eligans;Insect;Diptera;Hoverfly;Syrphidae;C382;15.04.2025;2025;4;15;S0001;Woodham Fen;Essex;UK;Adult;Species
HOV198;Batman Hoverfly;Myathropa florae;Insect;Diptera;Hoverfly;Syrphidae;C382;15.04.2025;2025;4;15;S0001;Woodham Fen;Essex;UK;Adult;Species
BT0088;Amara aenea;Amara aenea;Insect;Beetle;Beetle;Carabidae;C382;15.04.2025;2025;4;15;S0001;Woodham Fen;Essex;UK;Adult;Species
BT0235;Leistus fulvibarbis;Leistus fulvibarbis;Insect;Beetle;Beetle;Carabidae;C382;15.04.2025;2025;4;15;S0001;Woodham Fen;Essex;UK;Adult;Species
T073;Blackthorn;Prunus spinosa;Plant;Tree/Shrub;Tree/Shrub;None;C382;15.04.2025;2025;4;15;S0001;Woodham Fen;Essex;UK;Adult;Species
B43;Peacock;Inachis io;Insect;Lepidoptera;Butterfly;Nymphalidae;C383;16.04.2025;2025;4;16;S0001;Woodham Fen;Essex;UK;Adult;Species
B48;Speckled Wood;Pararge aegeria;Insect;Lepidoptera;Butterfly;Nymphalidae;C383;16.04.2025;2025;4;16;S0001;Woodham Fen;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C383;16.04.2025;2025;4;16;S0001;Woodham Fen;Essex;UK;Adult;Species
F0922;Daisy;Bellis perennis;Plant;Flower;Flower;Asteraceae;C383;16.04.2025;2025;4;16;S0001;Woodham Fen;Essex;UK;Adult;Species
BEE067;Chocolate Mining Bee;Andrena scotica;Insect;Hymenoptera;Bee;None;C383;16.04.2025;2025;4;16;S0001;Woodham Fen;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C384;16.04.2025;2025;4;16;S0052;Essex Police HQ;Essex;UK;Adult;Species
F0893;Mouse-ear Hawkweed;Pilosella officinarum;Plant;Flower;Flower;Asteraceae;C384;16.04.2025;2025;4;16;S0052;Essex Police HQ;Essex;UK;Adult;Species
F0092;Garlic Mustard;Alliaria petiolata;Plant;Flower;Flower;Brassicaceae;C385;17.04.2025;2025;4;17;S0053;Chelmsford - Springfield Area;Essex;UK;Adult;Species
F0145;Shepherd's-purse;Capsella bursa-pastoris;Plant;Flower;Flower;Brassicaceae;C385;17.04.2025;2025;4;17;S0053;Chelmsford - Springfield Area;Essex;UK;Adult;Species
F0382;Spotted Medick;Medicago arabica;Plant;Flower;Flower;Fabaceae;C385;17.04.2025;2025;4;17;S0053;Chelmsford - Springfield Area;Essex;UK;Adult;Species
F0459;Wood Spurge;Euphorbia amygdaloides;Plant;Flower;Flower;Euphorbiaceae;C385;17.04.2025;2025;4;17;S0053;Chelmsford - Springfield Area;Essex;UK;Adult;Species
F0475;Round-leaved Crane's-bill;Geranium rotundifolium;Plant;Flower;Flower;Geraniaceae;C385;17.04.2025;2025;4;17;S0053;Chelmsford - Springfield Area;Essex;UK;Adult;Species
F0504;Cow Parsley;Anthriscus sylvestris;Plant;Flower;Flower;Apiaceae;C385;17.04.2025;2025;4;17;S0053;Chelmsford - Springfield Area;Essex;UK;Adult;Species
F0646;Red Dead-nettle;Lamium purpureum;Plant;Flower;Flower;Lamiaceae;C385;17.04.2025;2025;4;17;S0053;Chelmsford - Springfield Area;Essex;UK;Adult;Species
F0812;Cleavers;Galium aparine;Plant;Flower;Flower;Rubiaceae;C385;17.04.2025;2025;4;17;S0053;Chelmsford - Springfield Area;Essex;UK;Adult;Species
F0821A;Laurustinus;Viburnum tinus;Plant;Flower;Flower;Adoxaceae;C385;17.04.2025;2025;4;17;S0053;Chelmsford - Springfield Area;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C385;17.04.2025;2025;4;17;S0053;Chelmsford - Springfield Area;Essex;UK;Adult;Species
F0922;Daisy;Bellis perennis;Plant;Flower;Flower;Asteraceae;C385;17.04.2025;2025;4;17;S0053;Chelmsford - Springfield Area;Essex;UK;Adult;Species
M0685;White-shouldered House-moth;Endrosis sarcitrella;Insect;Lepidoptera;Moth;Oecophoridae;C386;18.04.2025;2025;4;18;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2050;Lunar Marbled Brown;Drymonia ruficornis;Insect;Lepidoptera;Moth;Notodontidae;C386;18.04.2025;2025;4;18;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
BUG055;Fire Bug;Pyrrhocoris apterus;Insect;Bug;Bug;None;C386;18.04.2025;2025;4;18;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
BEE041; Tawny Mining Bee;Andrena fulva;Insect;Hymenoptera;Bee;None;C386;18.04.2025;2025;4;18;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
BT0046;7 Spot Ladybird ;Coccinella septempunctata ;Insect;Beetle;Beetle;Coccinellidae;C386;18.04.2025;2025;4;18;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
BT0234;Leistus spinibarbis;Leistus spinibarbis;Insect;Beetle;Beetle;Carabidae;C386;18.04.2025;2025;4;18;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0027;Lesser Celandine;Ranunculus ficaria;Plant;Flower;Flower;Ranunculaceae;C387;19.04.2025;2025;4;19;S0055;Thorndon Country Park;Essex;UK;Adult;Species
F0459;Wood Spurge;Euphorbia amygdaloides;Plant;Flower;Flower;Euphorbiaceae;C387;19.04.2025;2025;4;19;S0055;Thorndon Country Park;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C387;19.04.2025;2025;4;19;S0055;Thorndon Country Park;Essex;UK;Adult;Species
F0922;Daisy;Bellis perennis;Plant;Flower;Flower;Asteraceae;C387;19.04.2025;2025;4;19;S0055;Thorndon Country Park;Essex;UK;Adult;Species
F1040;Bluebell;Hyacinthoides non-scripta;Plant;Flower;Flower;Asparagaceae;C387;19.04.2025;2025;4;19;S0055;Thorndon Country Park;Essex;UK;Adult;Species
BEE250;Buff-tailed Bumble Bee;Bombus terrestris;Insect;Hymenoptera;Bee;None;C387;19.04.2025;2025;4;19;S0055;Thorndon Country Park;Essex;UK;Adult;Species
WL20;Common Shiny Woodlouse;Oniscus asellus;Crustacean;Isopod;Woodlouse;Oniscidae;C387;19.04.2025;2025;4;19;S0055;Thorndon Country Park;Essex;UK;Adult;Species
SFA038;Dark-edged Beefly;Bombylius major;Insect;Diptera;Soldierfly et al;None;C387;19.04.2025;2025;4;19;S0055;Thorndon Country Park;Essex;UK;Adult;Species
T015;Silver Birch;Betula pendula;Plant;Tree/Shrub;Tree/Shrub;None;C387;19.04.2025;2025;4;19;S0055;Thorndon Country Park;Essex;UK;Adult;Species
F0611;White Comfrey;Symphytum orientale;Plant;Flower;Flower;Boraginaceae;C388;19.04.2025;2025;4;19;S0006;South Woodham around town;Essex;UK;Adult;Species
F0751;Common Field-speedwell;Veronica persica;Plant;Flower;Flower;Plantaginaceae;C388;19.04.2025;2025;4;19;S0006;South Woodham around town;Essex;UK;Adult;Species
BEE058; Grey-Patched Mining Bee;Andrena nitida;Insect;Hymenoptera;Bee;None;C388;19.04.2025;2025;4;19;S0006;South Woodham around town;Essex;UK;Adult;Species
T065;White Poplar;Populus alba;Plant;Tree/Shrub;Tree/Shrub;None;C388;19.04.2025;2025;4;19;S0006;South Woodham around town;Essex;UK;Adult;Species
F0645;White Dead-nettle;Lamium album;Plant;Flower;Flower;Lamiaceae;C389;21.04.2025;2025;4;21;S0041;Fen Creek;Essex;UK;Adult;Species
WL26;Common Pill Woodlouse;Armadillidium vulgare;Crustacean;Isopod;Woodlouse;Armadillidiidae;C389;21.04.2025;2025;4;21;S0041;Fen Creek;Essex;UK;Adult;Species
CF339;Tipula vernalis;Tipula vernalis;Insect;Diptera;Cranefly;None;C389;21.04.2025;2025;4;21;S0041;Fen Creek;Essex;UK;Adult;Species
BT0046;7 Spot Ladybird ;Coccinella septempunctata ;Insect;Beetle;Beetle;Coccinellidae;C389;21.04.2025;2025;4;21;S0041;Fen Creek;Essex;UK;Adult;Species
BT0053;24-Spot Ladybird;Subcoccinella vigintiquattuorpunctata;Insect;Beetle;Beetle;Coccinellidae;C389;21.04.2025;2025;4;21;S0041;Fen Creek;Essex;UK;Adult;Species
M0686;Sulphur Bark Moth;Esperia sulphurella;Insect;Lepidoptera;Moth;Oecophoridae;C390;22.04.2025;2025;4;22;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0118;Wavy Bitter-cress;Cardamine flexuosa;Plant;Flower;Flower;Brassicaceae;C390;22.04.2025;2025;4;22;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0485;Herb-Robert;Geranium robertianum;Plant;Flower;Flower;Geraniaceae;C390;22.04.2025;2025;4;22;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0646;Red Dead-nettle;Lamium purpureum;Plant;Flower;Flower;Lamiaceae;C390;22.04.2025;2025;4;22;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C390;22.04.2025;2025;4;22;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0951;Common Groundsel;Senecio vulgaris;Plant;Flower;Flower;Asteraceae;C390;22.04.2025;2025;4;22;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F1323;Common Dog-violet;Viola riviniana;Plant;Flower;Flower;Violaceae;C390;22.04.2025;2025;4;22;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M0159;Green Longhorn;Adela reaumurella;Insect;Lepidoptera;Moth;Adelidae;C391;24.04.2025;2025;4;24;S0001;Woodham Fen;Essex;UK;Adult;Species
F0092;Garlic Mustard;Alliaria petiolata;Plant;Flower;Flower;Brassicaceae;C391;24.04.2025;2025;4;24;S0001;Woodham Fen;Essex;UK;Adult;Species
F0137;English Scurvygrass;Cochlearia anglica;Plant;Flower;Flower;Brassicaceae;C391;24.04.2025;2025;4;24;S0001;Woodham Fen;Essex;UK;Adult;Species
F0166;Hoary Cress;Cardaria draba;Plant;Flower;Flower;Brassicaceae;C391;24.04.2025;2025;4;24;S0001;Woodham Fen;Essex;UK;Adult;Species
F0554;Wild Parsnip;Pastinaca sativa;Plant;Flower;Flower;Apiaceae;C391;24.04.2025;2025;4;24;S0001;Woodham Fen;Essex;UK;Adult;Species
F0646;Red Dead-nettle;Lamium purpureum;Plant;Flower;Flower;Lamiaceae;C391;24.04.2025;2025;4;24;S0001;Woodham Fen;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C391;24.04.2025;2025;4;24;S0001;Woodham Fen;Essex;UK;Adult;Species
F0922;Daisy;Bellis perennis;Plant;Flower;Flower;Asteraceae;C391;24.04.2025;2025;4;24;S0001;Woodham Fen;Essex;UK;Adult;Species
F1009;Lords-and-Ladies;Arum maculatum;Plant;Flower;Flower;Araceae;C391;24.04.2025;2025;4;24;S0001;Woodham Fen;Essex;UK;Adult;Species
BEE272; Western Honey Bee;Apis mellifera;Insect;Hymenoptera;Bee;None;C391;24.04.2025;2025;4;24;S0001;Woodham Fen;Essex;UK;Adult;Species
CF262;Nephrotoma appendiculata;Nephrotoma appendiculata;Insect;Diptera;Cranefly;None;C391;24.04.2025;2025;4;24;S0001;Woodham Fen;Essex;UK;Adult;Species
T005;Field Maple;Acer campestre;Plant;Tree/Shrub;Tree/Shrub;None;C391;24.04.2025;2025;4;24;S0001;Woodham Fen;Essex;UK;Adult;Species
T028;Hawthorn;Crataegus monogyna;Plant;Tree/Shrub;Tree/Shrub;None;C391;24.04.2025;2025;4;24;S0001;Woodham Fen;Essex;UK;Adult;Species
T073;Blackthorn;Prunus spinosa;Plant;Tree/Shrub;Tree/Shrub;None;C391;24.04.2025;2025;4;24;S0001;Woodham Fen;Essex;UK;Adult;Species
F0645;White Dead-nettle;Lamium album;Plant;Flower;Flower;Lamiaceae;C392;26.04.2025;2025;4;26;S0047;Marsh Farm;Essex;UK;Adult;Species
F0646;Red Dead-nettle;Lamium purpureum;Plant;Flower;Flower;Lamiaceae;C392;26.04.2025;2025;4;26;S0047;Marsh Farm;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C392;26.04.2025;2025;4;26;S0047;Marsh Farm;Essex;UK;Adult;Species
F0922;Daisy;Bellis perennis;Plant;Flower;Flower;Asteraceae;C392;26.04.2025;2025;4;26;S0047;Marsh Farm;Essex;UK;Adult;Species
F1336;Common Nettle;Urtica dioica;Plant;Flower;Flower;Urticaceae;C392;26.04.2025;2025;4;26;S0047;Marsh Farm;Essex;UK;Adult;Species
MA15;Grey Squirrel;Sciurus carolinensis;Mammal;Rodent;Rodent;Sciuridae;C392;26.04.2025;2025;4;26;S0047;Marsh Farm;Essex;UK;Adult;Species
M2133;Shuttle-shaped Dart;Agrotis puta;Insect;Lepidoptera;Moth;Noctuidae;C393;27.04.2025;2025;4;27;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2239;Hebrew Character;Orthosia gothica;Insect;Lepidoptera;Moth;Noctuidae;C393;27.04.2025;2025;4;27;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2273;Toadflax Brocade;Calophasia lunula;Insect;Lepidoptera;Moth;Noctuidae;C393;27.04.2025;2025;4;27;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0014;Meadow Buttercup;Ranunculus acris;Plant;Flower;Flower;Ranunculaceae;C393;27.04.2025;2025;4;27;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0118;Wavy Bitter-cress;Cardamine flexuosa;Plant;Flower;Flower;Brassicaceae;C393;27.04.2025;2025;4;27;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0485;Herb-Robert;Geranium robertianum;Plant;Flower;Flower;Geraniaceae;C393;27.04.2025;2025;4;27;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C393;27.04.2025;2025;4;27;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
BUG058;Corizus hyoscyami;Corizus hyoscyami;Insect;Bug;Bug;None;C393;27.04.2025;2025;4;27;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
BEE045; Orange-Tailed Mining Bee;Andrena haemorrhoa;Insect;Hymenoptera;Bee;None;C393;27.04.2025;2025;4;27;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
